ID,Canopy Height,Plant Height,Vegetarian Wet %,Vegetarian Dry %,Root Wet %,Root Dry %,Leaf Area,Leaf Count,Root Depth,Root Length
R3,36.31608507,45.57313615,1.373298068,31.39309449,2.755188167,27.90512781,981.4642408,3.995901484,17.02173749,17.33960075
R3,36.31933551,45.59105958,1.361788642,31.42017416,2.771926483,27.91955713,981.4651563,4.00945617,16.97984405,17.31762934
R2,33.09828771,67.07552773,1.105112863,19.39242649,2.835118952,41.3096437,1009.233325,5.012206585,15.96955419,20.84093145
R1,34.48875501,54.55354462,1.14852376,18.41106997,2.941171643,57.64000366,1284.21077,4.988447078,16.27137985,19.73165403
R3,36.29923018,45.59030758,1.383245035,31.39113386,2.767184737,27.91058383,981.4612176,3.999072797,17.00532107,17.34929491
R1,34.50064182,54.57032568,1.158940037,18.40819635,2.953153554,57.63993562,1284.235397,5.006733984,16.28949433,19.73571407
R2,33.10887154,67.0653067,1.111257404,19.4034494,2.821677337,41.31738605,1009.226206,4.994677492,15.96413688,20.82761747
R2,33.10423991,67.05806535,1.111810455,19.38331272,2.856077228,41.29514395,1009.231467,4.997811582,15.96326838,20.83454102
R1,34.49954421,54.5796413,1.140392656,18.3976806,2.970807087,57.63291968,1284.225681,5.004702556,16.27007631,19.7307514
R3,36.31000186,45.60607879,1.377640913,31.41576408,2.774704882,27.91316082,981.4520652,4.008346532,17.01455173,17.32463111
R1,34.49267061,54.56154431,1.147467029,18.40922365,2.951175448,57.63424776,1284.238692,4.998635432,16.28464101,19.73640711
R1,34.49104518,54.56176696,1.166832695,18.41180877,2.970009609,57.63756634,1284.235328,4.990593325,16.27575414,19.74443638
R3,36.29886547,45.59656704,1.361053736,31.39148698,2.752950599,27.91925752,981.4671034,3.987203602,17.00224922,17.33385761
R3,36.29452666,45.59230404,1.361044478,31.41494297,2.75070916,27.92469522,981.4683011,4.014727001,17.00672829,17.33356479
R2,33.09792485,67.05840985,1.10095551,19.39165679,2.847786825,41.30283531,1009.235875,5.008567637,15.96237165,20.84376107
R3,36.2946946,45.60455374,1.34977534,31.41723937,2.75578456,27.92494522,981.4688074,3.985664956,17.0072291,17.32506597
R3,36.29617401,45.5975027,1.367645512,31.40773837,2.763882309,27.8963163,981.4453914,3.983450393,16.98801488,17.31601576
R3,36.3089405,45.58850432,1.37762142,31.42608402,2.753252855,27.92500674,981.4748023,4.000632689,16.99808006,17.32438569
R3,36.30179708,45.60285912,1.356907104,31.4093297,2.754125934,27.90398118,981.469087,3.992081572,16.99813257,17.32869442
R2,33.09723526,67.07307969,1.103221628,19.40205287,2.854414521,41.30199359,1009.218259,4.988698438,15.95804995,20.83161353
R2,33.07712348,67.05747564,1.098585835,19.40124798,2.82179098,41.32070777,1009.237481,5.016204449,15.96531694,20.83766235
R2,33.11268026,67.06421091,1.112249266,19.39489607,2.839970523,41.29726152,1009.221047,4.981539646,15.96629679,20.84342586
R1,34.4887406,54.56484586,1.154613259,18.4074237,2.972205191,57.63067794,1284.244923,5.012155364,16.26988166,19.73422021
R3,36.30394986,45.61673946,1.379451263,31.39619534,2.74548642,27.92399512,981.4688163,3.989635216,17.00870293,17.32869344
R2,33.08755894,67.06699328,1.092780076,19.3922853,2.857259038,41.30273322,1009.226844,5.016953239,15.952165,20.84101503
R3,36.29523772,45.59702261,1.354755921,31.38250341,2.755374026,27.93691703,981.4649212,3.993003469,16.99133102,17.32652974
R1,34.49079768,54.5744202,1.161165559,18.39650652,2.959781166,57.6460306,1284.232189,5.011685252,16.26837105,19.74497571
R3,36.30381051,45.60125708,1.36121064,31.39100442,2.748916787,27.92961676,981.4741725,4.010284067,17.01382743,17.33464743
R2,33.09787828,67.08146869,1.096416445,19.40309619,2.854371946,41.3248412,1009.229031,4.977675975,15.97160961,20.84672167
R2,33.10623414,67.0697943,1.098227712,19.4111977,2.828670882,41.29966531,1009.224616,4.996022212,15.95293092,20.85132889
R3,36.28984856,45.5934876,1.357960269,31.41394555,2.766671087,27.92242727,981.46415,4.00732742,17.00836419,17.34381062
R3,36.30332644,45.59840957,1.365708475,31.38491403,2.77214413,27.90850576,981.4714704,3.98710167,16.98826294,17.35425926
R2,33.08483882,67.08475903,1.098399276,19.40489068,2.850373082,41.31040544,1009.237823,4.984848684,15.96771223,20.83967638
R1,34.50546546,54.55866236,1.156237013,18.4031664,2.967139464,57.63761951,1284.240687,4.989033335,16.28511799,19.74810642
R1,34.51373919,54.57491474,1.173104874,18.40006087,2.958035955,57.64781367,1284.2392,4.998011265,16.28152185,19.74421538
R3,36.28421564,45.59284124,1.367417765,31.40211773,2.746192696,27.91488625,981.4769234,3.994709654,16.98772046,17.33301433
R1,34.50918441,54.55016952,1.145560064,18.40375016,2.970604634,57.61888059,1284.225102,5.009170021,16.27005781,19.73219284
R3,36.31945119,45.63104203,1.375022299,31.41755645,2.781602292,27.90999608,981.4548025,4.0093047,16.99031935,17.34260333
R1,34.49109919,54.53358908,1.169606955,18.40707615,2.970702765,57.64414303,1284.234237,4.992237533,16.28592511,19.74172078
R2,33.11618962,67.06104324,1.125480017,19.41212248,2.849636859,41.30202172,1009.240856,5.013553965,15.95415356,20.83291182
R3,36.31452051,45.60432627,1.382624097,31.40874594,2.748913347,27.92695318,981.4648259,4.007592147,16.98816302,17.328898
R1,34.47801786,54.54512295,1.151021423,18.41594531,2.966428702,57.63275099,1284.23032,4.995215861,16.2811834,19.72930916
R1,34.51812424,54.56333506,1.162984964,18.40607744,2.952938177,57.61884173,1284.231189,5.000307086,16.27808624,19.73366828
R1,34.49135987,54.54447589,1.17293161,18.4027943,2.95037722,57.63621063,1284.2431,4.999807002,16.27008757,19.75847904
R1,34.49404694,54.55023546,1.148920966,18.41884464,2.932568714,57.63502382,1284.236179,5.008716528,16.27266089,19.75770085
R2,33.09764982,67.05610696,1.114422673,19.38823308,2.839664055,41.29285175,1009.22964,5.00164052,15.96018405,20.84990386
R1,34.48577746,54.55401921,1.144369732,18.39472773,2.945837259,57.64524207,1284.237735,5.011092303,16.28056109,19.74151635
R2,33.11471378,67.05973552,1.133454145,19.40558222,2.822287413,41.31228284,1009.222134,4.994932754,15.94795537,20.8521869
R3,36.31577765,45.59052346,1.368132379,31.39768877,2.76810483,27.90704522,981.459835,4.007792036,16.9892461,17.34961901
R1,34.50181717,54.56030004,1.154270419,18.40441464,2.965654239,57.64047743,1284.229623,4.998961861,16.27755804,19.75363557
R2,33.0757537,67.08625156,1.107994514,19.40545826,2.846224944,41.32139753,1009.204489,5.004626961,15.97127132,20.83414841
R1,34.50734041,54.5649841,1.151674159,18.39398065,2.946538023,57.6432761,1284.239631,4.993316459,16.29209168,19.75121633
R2,33.10314252,67.086363,1.116435935,19.38857156,2.846907444,41.30457288,1009.239116,4.989044632,15.96023937,20.84244475
R2,33.10754949,67.069391,1.107639728,19.41988687,2.843126612,41.31260325,1009.211663,5.001964483,15.97052286,20.82527335
R1,34.49152019,54.56223095,1.167727855,18.40291278,2.971209747,57.62349713,1284.232808,5.013763952,16.28367957,19.74479202
R2,33.0992447,67.06998541,1.108433541,19.39944584,2.856259992,41.31264775,1009.221099,5.005337286,15.98067119,20.83155012
R2,33.09963409,67.06515826,1.101561951,19.41152024,2.846299691,41.31308351,1009.222071,5.011830725,15.98087027,20.83808157
R2,33.10505513,67.0780341,1.108758767,19.40987695,2.845882682,41.29814107,1009.217772,4.997746547,15.96327436,20.83529008
R3,36.2815008,45.61255022,1.379068335,31.40885147,2.75466262,27.9339887,981.4718302,3.995221236,17.00221288,17.34268448
R3,36.30682457,45.60464784,1.356381619,31.37940423,2.751939045,27.90348581,981.4684263,3.987414399,17.00292791,17.32135771
R2,33.09755547,67.06646711,1.105985269,19.40880112,2.864634575,41.30169003,1009.221482,4.976595844,15.96544143,20.83676881
R3,36.32098256,45.60242983,1.362428942,31.40128731,2.759498131,27.91623375,981.4807432,4.001040545,17.00126699,17.32622953
R3,36.30232209,45.60560578,1.37646331,31.40359664,2.766143565,27.90870145,981.4694909,4.006308712,17.00778602,17.34695159
R2,33.08936207,67.06143343,1.110029506,19.40797009,2.838630912,41.29704713,1009.227618,5.000364566,15.9540318,20.84037831
R1,34.50158644,54.55242965,1.154757326,18.39146671,2.960436874,57.62860078,1284.245227,4.994766824,16.28485489,19.71544953
R2,33.09835301,67.06613956,1.115789571,19.40024047,2.841255682,41.29333533,1009.216437,4.996357921,15.97305082,20.83831105
R1,34.51547381,54.54505084,1.148210259,18.40041495,2.952883889,57.63070497,1284.251904,4.999806168,16.28089351,19.73589691
R3,36.28764692,45.60729272,1.369442607,31.38994261,2.766284967,27.9077246,981.4797641,3.999017425,16.99985579,17.33394671
R1,34.50312794,54.5458538,1.150285718,18.39255981,2.972642922,57.64607882,1284.229689,4.999791014,16.27046239,19.74585136
R3,36.29651042,45.6064119,1.377696961,31.40807911,2.754444003,27.94089931,981.4958587,3.994860848,16.99123266,17.33818302
R2,33.10402755,67.08134805,1.11808389,19.39045026,2.852783716,41.305824,1009.221353,4.991177132,15.95437628,20.83640975
R3,36.30598452,45.6008607,1.357982492,31.40127951,2.751918388,27.92119646,981.4711704,3.991566944,17.00464842,17.32708594
R3,36.30300602,45.61284508,1.36998389,31.41238692,2.759973476,27.91044216,981.4665474,4.001674866,17.00797165,17.3178822
R3,36.28481436,45.59831441,1.364026085,31.41437034,2.767430711,27.9440405,981.4632523,4.02465283,16.97873178,17.33148319
R3,36.30532466,45.58654858,1.359580983,31.41829844,2.747517503,27.88770512,981.470006,4.007695421,17.00337848,17.3297656
R3,36.30368019,45.60108287,1.340867019,31.39915098,2.765670027,27.92804374,981.457463,4.015005602,17.00015179,17.34310125
R3,36.29838455,45.60472727,1.364803803,31.41910993,2.759739391,27.91296302,981.4778668,4.000801329,16.97311499,17.34191921
R1,34.50957351,54.5562233,1.158811325,18.40501551,2.949162552,57.63371755,1284.225223,4.992459242,16.28137307,19.73595514
R1,34.50197277,54.57679043,1.171460145,18.3996429,2.944723914,57.65137542,1284.231921,5.022544021,16.26913916,19.74118753
R2,33.10743328,67.06460698,1.105317385,19.40321624,2.85759521,41.28496041,1009.222801,5.000656414,15.95962503,20.84902299
R2,33.10300583,67.08794545,1.097362733,19.40906118,2.823390191,41.28846918,1009.228123,5.00284517,15.96013351,20.83046166
R2,33.09725852,67.06320148,1.100557024,19.38805508,2.85805167,41.28564354,1009.22769,5.00113887,15.98451329,20.84442965
R3,36.30313411,45.59727275,1.353058467,31.41383317,2.75700246,27.93448159,981.4738385,4.009424295,16.98095292,17.33855862
R3,36.30256993,45.61835238,1.374891806,31.39410038,2.750220971,27.89188563,981.4761609,4.005925642,16.99732025,17.34373545
R2,33.13018398,67.08411594,1.112090185,19.39940116,2.843906561,41.28065448,1009.227849,4.998634198,15.96347398,20.83465516
R3,36.29459017,45.61287629,1.371778719,31.42609979,2.771506964,27.92804908,981.4657992,3.992232089,17.00624552,17.33560753
R3,36.3003682,45.60444807,1.371201924,31.4055187,2.752629949,27.91158082,981.46427,4.005725135,16.98143925,17.31710559
R2,33.08193685,67.07586011,1.103306484,19.40650312,2.836782282,41.29272784,1009.240089,4.999923408,15.96475796,20.84177675
R3,36.30721795,45.59353583,1.381254943,31.40337717,2.775366343,27.93223899,981.4626834,4.010771206,17.00084251,17.33338753
R2,33.10388344,67.09389981,1.110396807,19.42108745,2.855697408,41.30934415,1009.214728,4.977068127,15.95603965,20.83435136
R1,34.50383514,54.54996216,1.149419466,18.39745254,2.963173288,57.63198633,1284.240464,4.985925725,16.28200707,19.73341376
R1,34.49899239,54.56383392,1.143153275,18.41063084,2.965278009,57.62399158,1284.239694,4.984109062,16.27561771,19.73556486
R3,36.31986366,45.61235389,1.362709167,31.39143549,2.747982619,27.92126132,981.4702754,3.994457676,16.99211485,17.32908171
R3,36.29141765,45.59724293,1.364178456,31.40550153,2.761855574,27.91681711,981.4845929,3.996776423,17.00763818,17.32569011
R1,34.4971042,54.55784354,1.145688619,18.39059572,2.965021054,57.64774266,1284.248691,5.007347647,16.28217923,19.72507637
R1,34.50600645,54.56033946,1.153799438,18.39875933,2.972526456,57.63541845,1284.242748,5.011614605,16.28579232,19.74297695
R3,36.30962354,45.59195478,1.372533653,31.41153869,2.770323018,27.91314743,981.4638188,4.016210508,17.00761414,17.31200028
R1,34.49500885,54.55433935,1.158235637,18.39314577,2.950627386,57.63176156,1284.247869,5.017233065,16.27258327,19.74148723
R2,33.10683723,67.07059298,1.106803813,19.42064359,2.846998614,41.2940315,1009.232185,5.008689624,15.96179218,20.81620499
R2,33.09252505,67.08422003,1.101517377,19.39877235,2.826868948,41.29730289,1009.216297,5.000318143,15.9563041,20.84326303
R2,33.09485186,67.08403652,1.097331731,19.40171997,2.849209166,41.31277922,1009.212405,4.980197791,15.97517541,20.84314426
R2,33.08236542,67.06772694,1.107661277,19.41004162,2.857686916,41.28574756,1009.218888,4.998197074,15.95232893,20.84272599
R2,33.10864806,67.0776474,1.094545051,19.40145092,2.851356472,41.29878288,1009.209364,5.002745453,15.96132364,20.84298957
R3,36.28741736,45.6103965,1.373540717,31.40660432,2.756728645,27.91177545,981.4827743,3.993061908,16.98909152,17.32793316
R2,33.11733437,67.06045584,1.106157599,19.39580773,2.844591955,41.32019765,1009.22886,4.99198358,15.94985758,20.85375774
R2,33.09288088,67.08224666,1.125834695,19.42097451,2.857942759,41.31482127,1009.229318,4.998221814,15.96306619,20.85017468
R2,33.0948804,67.06596531,1.105308918,19.39642245,2.842255875,41.30541285,1009.216022,5.003993088,15.95404217,20.83884717
R2,33.09879316,67.07494067,1.105189481,19.40673835,2.856635112,41.29509098,1009.220132,5.013397242,15.98178521,20.83501053
R2,33.09851734,67.07097495,1.101309972,19.41216365,2.84749313,41.28416013,1009.226321,5.001521888,15.97721798,20.84411979
R2,33.09359451,67.0691979,1.093573405,19.40967587,2.852280767,41.30507773,1009.228025,5.001174374,15.97450771,20.8394022
R2,33.09979705,67.05368496,1.106541098,19.39947837,2.852423083,41.27814495,1009.234653,5.003572023,15.98420188,20.82721288
R2,33.10480183,67.06550877,1.111308074,19.39910656,2.859476196,41.30833161,1009.233457,5.001629759,15.95103775,20.83489054
R1,34.49826527,54.55978523,1.160225287,18.40368566,2.968756736,57.63011262,1284.226479,5.012959692,16.27533594,19.73741494
R3,36.30655152,45.57739057,1.353035369,31.40623931,2.759200834,27.91803648,981.4641121,4.017784795,16.99198728,17.33099504
R3,36.28777969,45.61704643,1.365212797,31.40614426,2.7380561,27.89322807,981.4653256,4.02097618,17.03165729,17.32172417
R2,33.10388377,67.06311184,1.125713743,19.40419542,2.83656293,41.30222276,1009.247941,5.008483751,15.94354476,20.84754227
R3,36.29958169,45.61367442,1.367097514,31.40436673,2.781251183,27.92724527,981.4810887,3.986436511,17.00021385,17.32304017
R1,34.5037069,54.56188465,1.13725854,18.40767607,2.963088332,57.64652761,1284.229675,5.01586534,16.28370384,19.74071366
R3,36.31642226,45.61043561,1.356561326,31.41126507,2.762813392,27.91796039,981.4613351,3.99702291,17.00151923,17.33276745
R2,33.10361904,67.06917759,1.113300238,19.40830704,2.843688424,41.29999611,1009.204893,5.00425086,15.96298733,20.83229726
R1,34.49340891,54.54692281,1.154619089,18.40113062,2.956192886,57.64185217,1284.234814,4.982088335,16.26953642,19.72813125
R3,36.30006022,45.58694227,1.359401986,31.41184149,2.775766729,27.92312277,981.4714405,4.006833284,17.00117826,17.32472118
R2,33.10447208,67.07519767,1.103725243,19.38831975,2.845034506,41.29450181,1009.22161,5.010481144,15.96867717,20.83788151
R2,33.08789406,67.06185689,1.105831667,19.40522228,2.846097923,41.29530268,1009.223274,4.995477175,15.95466679,20.84004655
R2,33.10334621,67.07117644,1.12367017,19.41325319,2.833375983,41.3063491,1009.210571,5.003509714,15.96464532,20.84793645
R2,33.10556106,67.07581895,1.106567429,19.39159314,2.8410644,41.30484764,1009.229963,5.004545072,15.9724596,20.83520628
R2,33.08554216,67.07642213,1.117528922,19.42561164,2.861583245,41.28960921,1009.239108,5.004618086,15.96133508,20.84046364
R1,34.50425072,54.56556756,1.146756371,18.39120444,2.97406835,57.63719922,1284.224861,4.997717463,16.29075432,19.73357231
R2,33.1236265,67.06003962,1.097170144,19.39447374,2.845963123,41.29842564,1009.201348,4.990756865,15.96408448,20.85600005
R3,36.29056204,45.58617801,1.371220763,31.41026948,2.777565402,27.92070973,981.4762972,4.004544598,16.98924917,17.34126561
R2,33.08515731,67.05511834,1.107630134,19.40381933,2.85443643,41.30341611,1009.221558,5.016745015,15.9713798,20.83078395
R2,33.0978401,67.07641991,1.115659581,19.39300395,2.839928858,41.28394623,1009.216139,5.00613294,15.95886283,20.82666776
R1,34.50064512,54.55060494,1.142694826,18.41623278,2.95094461,57.64707437,1284.243507,5.013117001,16.26925801,19.75573479
R3,36.28634972,45.60011868,1.37413515,31.40630065,2.762732774,27.90362178,981.4695493,3.995237534,16.98027138,17.34133377
R1,34.49548917,54.56189761,1.137661241,18.41559806,2.963091049,57.65488943,1284.235956,4.998713157,16.28219126,19.74532259
R2,33.09934369,67.04830689,1.107146752,19.38904998,2.858186401,41.27861177,1009.236625,5.013546266,15.9667559,20.83260518
R2,33.09864692,67.07304722,1.101197891,19.40730241,2.830417113,41.31243757,1009.210283,4.99971301,15.98085857,20.83014636
R1,34.50494195,54.55907213,1.135643162,18.38901774,2.960071924,57.645894,1284.229026,4.991801155,16.28704619,19.74208185
R3,36.29507373,45.60036782,1.364314298,31.40368036,2.766324699,27.92165668,981.4521103,4.005988217,17.01336075,17.3238508
R3,36.32367795,45.63908022,1.366591678,31.42311999,2.776548544,27.89445648,981.4584381,3.997935846,16.99703671,17.33728376
R3,36.30756655,45.589282,1.371551889,31.41913509,2.766771251,27.90436291,981.4708624,4.002306585,17.00268914,17.3477001
R1,34.49428417,54.55152288,1.143057312,18.386441,2.943812796,57.63271269,1284.225789,4.976551599,16.28201133,19.73484077
R2,33.0969876,67.07292569,1.120481268,19.39627132,2.831660627,41.3158105,1009.228786,4.998429117,15.96235886,20.82583115
R3,36.30490535,45.60627568,1.369970054,31.39832698,2.777911332,27.93048395,981.4641295,4.012442628,17.00770748,17.34260103
R2,33.08942907,67.06400058,1.095796146,19.39783326,2.842543173,41.29242133,1009.22838,4.994165621,15.97316268,20.83357827
R2,33.09027097,67.06315377,1.107234089,19.40293886,2.837891003,41.31949237,1009.221439,5.003194571,15.96287827,20.84783391
R1,34.50117574,54.57166189,1.144288073,18.40652245,2.955521061,57.63518995,1284.229148,4.999433596,16.26863677,19.73107142
R3,36.29111347,45.62247547,1.369417553,31.3928086,2.779182566,27.93601394,981.4587737,4.004786894,17.01240267,17.34185829
R3,36.30625193,45.5950611,1.37529006,31.42420857,2.770501777,27.91925818,981.4765687,3.983856447,16.99979953,17.32948238
R1,34.50250989,54.54662983,1.170743146,18.40800522,2.974349415,57.62831974,1284.23223,5.010380905,16.27711334,19.72977049
R1,34.50001848,54.55253347,1.151244527,18.39650474,2.973368867,57.63227205,1284.250455,5.005590029,16.28182801,19.74816946
R2,33.13338925,67.08402718,1.094725096,19.41556915,2.834874402,41.29925663,1009.238522,5.000036445,15.9671067,20.82775814
R2,33.10242079,67.07160067,1.101464755,19.40073442,2.839333844,41.30332518,1009.228652,4.984496642,15.96322119,20.83792288
R1,34.49171853,54.57334188,1.162882108,18.38874718,2.961930172,57.63115715,1284.231238,4.9865763,16.29121907,19.73199459
R1,34.50375312,54.55041728,1.14656233,18.41782696,2.956922425,57.64065086,1284.242566,5.000593934,16.2728855,19.73880432
R2,33.096203,67.0603994,1.098175512,19.39342144,2.849958892,41.30403805,1009.221095,5.019937994,15.95791812,20.823076
R1,34.50619846,54.56894326,1.148787881,18.40143253,2.94513907,57.62953364,1284.233588,5.002571596,16.27343252,19.71537591
R1,34.50580011,54.57023689,1.144984718,18.40036829,2.9402639,57.63301509,1284.240961,5.000480253,16.26267444,19.72036619
R1,34.49410155,54.57217709,1.152073696,18.39644143,2.968915626,57.63531923,1284.245393,5.011095841,16.28817064,19.74676593
R2,33.07459695,67.06265485,1.100096317,19.39875702,2.837820877,41.31814218,1009.209706,4.968195865,15.96281518,20.82962724
R1,34.50404033,54.56934798,1.162269829,18.4080937,2.972618351,57.63608255,1284.228269,4.99887726,16.28245212,19.74974779
R3,36.30822639,45.60823836,1.375747744,31.41786532,2.756603401,27.91459426,981.4654223,4.024741217,16.99627045,17.34708355
R2,33.09269314,67.07590946,1.11637409,19.4063775,2.842689033,41.28786715,1009.235602,5.001238076,15.97653283,20.8511542
R2,33.11678275,67.06399318,1.105951121,19.41817983,2.821571614,41.3149478,1009.228287,5.014436004,15.95781274,20.8523829
R2,33.08543408,67.0555236,1.107587946,19.39884511,2.828531753,41.29653432,1009.216372,5.007530801,15.95762836,20.84861523
R1,34.49930135,54.5392122,1.160059986,18.39070716,2.972168313,57.63285138,1284.225474,5.023903698,16.26036011,19.7384851
R1,34.51737161,54.54761026,1.155761837,18.41100377,2.959108286,57.62624451,1284.230429,4.996358575,16.27614764,19.72163951
R3,36.29613034,45.59143746,1.362434543,31.39551885,2.763910072,27.89234934,981.4749607,3.978555555,16.99029269,17.34004197
R1,34.51123524,54.56118528,1.138067603,18.4002455,2.943131045,57.62514112,1284.223778,5.005878248,16.26793708,19.73462692
R3,36.30643352,45.61854454,1.346500016,31.40342076,2.754160179,27.91556081,981.4679762,4.028984704,17.00032009,17.32851392
R2,33.07727654,67.07474398,1.125063018,19.40641072,2.842710385,41.29196528,1009.22622,5.00961759,15.96435536,20.84913945
R2,33.09949404,67.06764761,1.111785833,19.40529965,2.847920191,41.31376579,1009.22568,4.98774924,15.97357556,20.85477722
R1,34.51452668,54.54543903,1.167391913,18.40166597,2.948856151,57.62980262,1284.242262,4.999636127,16.28508327,19.72457921
R3,36.28593029,45.59447346,1.353381957,31.39824481,2.757353976,27.90997241,981.4595972,3.995367283,17.00286984,17.3455682
R1,34.4895816,54.57504932,1.141367428,18.40339953,2.939597328,57.64018023,1284.226097,5.001241581,16.25843854,19.73555153
R2,33.10353809,67.0718887,1.109694113,19.38007793,2.851195355,41.30993618,1009.229697,4.992473108,15.96343407,20.83377178
R3,36.303146,45.59126723,1.3609443,31.41290926,2.77173652,27.92557013,981.469827,4.00107349,17.00472724,17.34035223
R2,33.0863865,67.06617652,1.118845974,19.38959292,2.852811711,41.29896883,1009.240206,5.023725206,15.97011206,20.83822173
R2,33.10838685,67.05758623,1.100712807,19.4055577,2.850184399,41.29664737,1009.222848,5.025327866,15.95867297,20.84744621
R2,33.10009046,67.08175138,1.086871327,19.40605661,2.847804257,41.28009189,1009.217986,5.016986207,15.97182979,20.84321472
R2,33.11676601,67.0724525,1.107133869,19.41202951,2.848291997,41.29503893,1009.217575,5.006731627,15.9602204,20.84930371
R1,34.50173751,54.54632111,1.151536148,18.41390294,2.948569505,57.64659704,1284.226419,4.999132913,16.29272219,19.732066
R3,36.30727722,45.60537267,1.355266186,31.42231833,2.756957935,27.90503598,981.4849852,4.006472114,16.99234517,17.33335422
R3,36.31810679,45.5978534,1.353745564,31.40148794,2.793945337,27.91508721,981.4579881,4.000375386,16.98640381,17.32496404
R3,36.31761517,45.59981218,1.384289335,31.40179909,2.748446752,27.90653878,981.4649484,4.008391374,16.99741143,17.33572788
R2,33.11739789,67.06259074,1.097529785,19.41098466,2.835523686,41.29695773,1009.226037,4.9948768,15.95399174,20.84676167
R2,33.10318897,67.07565416,1.125211249,19.39261324,2.821705316,41.28454543,1009.216287,4.987293714,15.97005758,20.83868855
R2,33.09731458,67.04559857,1.110210037,19.41325788,2.848383575,41.30901293,1009.219666,4.991973515,15.96636345,20.81252509
R1,34.50104392,54.55742414,1.162526079,18.40751123,2.969415174,57.64434362,1284.261754,5.010824598,16.30100585,19.7356761
R1,34.4989038,54.56406398,1.15593717,18.40741264,2.969262969,57.6340453,1284.240174,5.0046632,16.27564129,19.75261997
R3,36.29762413,45.60284561,1.372296316,31.42670049,2.765489505,27.91223486,981.4534828,3.999783109,16.99921955,17.3178405
R2,33.10925154,67.07072647,1.092748055,19.38122045,2.839926237,41.30856991,1009.223815,5.01938456,15.96473226,20.84195561
R2,33.09505957,67.07163928,1.115105962,19.40844784,2.849997703,41.31256552,1009.203977,4.983289442,15.97181377,20.82559703
R1,34.51213058,54.56420779,1.145431131,18.4174815,2.975470105,57.64219617,1284.226443,5.002528566,16.26706398,19.7254969
R2,33.10237714,67.06783162,1.10522844,19.41145227,2.830568611,41.29491651,1009.228563,4.982882822,15.96478073,20.86083693
R2,33.07822499,67.08097226,1.108524439,19.4096501,2.856181836,41.30528183,1009.212549,5.001688668,15.96342098,20.85441717
R2,33.08786721,67.07913001,1.119784542,19.40040392,2.845957123,41.30330743,1009.218413,5.001923078,15.97368221,20.84412502
R1,34.49414589,54.5625256,1.16554139,18.42559467,2.970215968,57.62949252,1284.229622,5.011249964,16.27223297,19.72009632
R3,36.28538214,45.59465276,1.348418751,31.39267093,2.764891894,27.89798192,981.4683494,4.015254832,17.01378759,17.33589023
R1,34.49269607,54.5658891,1.15252554,18.3925446,2.941794934,57.62736922,1284.2403,5.001915728,16.27265773,19.73388887
R2,33.09650546,67.06438719,1.101347685,19.38364653,2.849667495,41.29501139,1009.207053,4.999097898,15.96529501,20.83480591
R2,33.1148402,67.08726972,1.090639396,19.40147729,2.851271357,41.30737394,1009.228876,4.996480204,15.94750226,20.84689202
R3,36.29283441,45.57579743,1.363661578,31.40527698,2.74808852,27.92146631,981.4752711,3.998562701,16.99765176,17.32148958
R3,36.29288039,45.61005538,1.356357659,31.40579916,2.784335284,27.89443899,981.4549304,4.000674108,16.98699843,17.33568316
R3,36.28482376,45.58290695,1.375194325,31.39223934,2.758316443,27.91796823,981.4824883,3.991966449,17.00337773,17.32194305
R2,33.12013501,67.05749533,1.097636524,19.40391604,2.847614962,41.29278518,1009.217055,5.001569929,15.97108075,20.83854669
R1,34.49697433,54.56425243,1.155098397,18.40879458,2.972530916,57.61807205,1284.230729,5.021020981,16.27863565,19.72844669
R2,33.0970319,67.06911396,1.108339051,19.37677556,2.828275268,41.300592,1009.232978,5.002191832,15.98065424,20.83269083
R3,36.28952575,45.58639648,1.365557176,31.40786442,2.786311717,27.90855777,981.4600912,4.013952761,16.99922825,17.32902617
R3,36.2995957,45.60072455,1.379395544,31.40746014,2.747545082,27.919926,981.4659293,4.011302275,16.9972984,17.33092684
R3,36.29055352,45.59240603,1.368044308,31.42592926,2.753509653,27.92132583,981.4692608,4.000415829,16.99627549,17.32663528
R2,33.08043347,67.08130106,1.10927388,19.40896151,2.847772778,41.29956316,1009.230695,4.997194523,15.9544714,20.85225381
R3,36.29967259,45.5894248,1.349070355,31.3870917,2.75857381,27.92572113,981.4835329,4.00044984,16.99132977,17.33312596
R2,33.11956648,67.08562923,1.10278525,19.40380902,2.855033995,41.30077657,1009.212689,5.014009978,15.96750413,20.84029964
R3,36.30617808,45.60172359,1.352688103,31.41603754,2.774489838,27.92262346,981.4582138,4.005246689,17.00123471,17.33048745
R3,36.30245353,45.59561677,1.384485559,31.40481813,2.770629491,27.91406696,981.4900776,3.992454694,16.99694692,17.33076041
R2,33.09141921,67.06827754,1.104152394,19.40229629,2.832574624,41.3086184,1009.243391,5.005690763,15.94684534,20.84347167
R1,34.47948236,54.57646401,1.156658285,18.38564569,2.959325428,57.64182829,1284.244823,4.997730754,16.29271249,19.73923478
R3,36.3002464,45.59716009,1.356876081,31.40114292,2.781142308,27.90757837,981.485034,4.0014354,16.97747265,17.33497351
R2,33.11701517,67.06628605,1.110416588,19.38866166,2.837018785,41.29831171,1009.21582,5.004398567,15.96628891,20.8216016
R3,36.30726517,45.6219742,1.363661984,31.39691549,2.76975837,27.90841428,981.463286,4.006082829,17.02164668,17.32381016
